Bữa sáng,Bữa phụ,Bữa trưa,Bữa tối,Chế độ ăn,Táo bón,Béo phì,Tim mạch,Mỡ trong máu,Huyết áp,Thiếu máu,Thiếu kẽm,Thiếu canxi,Suy dinh dưỡng,Tiểu đường,Tình trạng sức khỏe,Mục tiêu
Yến mạch + sữa hạt,Hạt ngũ cốc,Bánh tráng trộn chay; Canh bí đỏ; Rau muống xào tỏi,Cốt lết chay kho tiêu; Rau luộc; Canh măng tây đậu hủ chay,chay,0,1,1,1,1,0,0,0,0,1,"Béo phì, Tim mạch, Huyết áp, Rối loạn mỡ máu, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Giảm mỡ bão hòa, tăng chất xơ hòa tan, Ổn định đường huyết, Tăng chất xơ hòa tan"
Chuối + sữa chua,Táo,Xôi gấc; Ức gà áp chảo; Canh rau ngót,Bánh bông lan trứng muối; Cải thìa xào,Không chay,0,1,1,1,0,1,0,0,0,1,"Béo phì, Tim mạch, Rối loạn mỡ máu, Thiếu máu, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Giảm mỡ bão hòa, tăng chất xơ hòa tan, Bổ sung sắt, tăng cường máu, Ổn định đường huyết, Tăng chất xơ hòa tan"
Yến mạch + sữa hạt + chuối,Dưa gang,Phở bò; Rau củ luộc; Canh cá nấu rau,Bánh mì heo quay; Canh rau ngót,Không chay,0,1,1,1,1,0,0,0,0,1,"Béo phì, Tim mạch, Huyết áp, Rối loạn mỡ máu, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Giảm mỡ bão hòa, tăng chất xơ hòa tan, Ổn định đường huyết, Tăng chất xơ hòa tan"
Sữa ngũ cốc,Chè nha đam hạt sen,Cơm chiên dương châu; Tôm nướng; Rau củ luộc,Cơm chiên hải sản; Salad trộn ít dầu,Không chay,0,0,0,0,1,1,0,0,0,0,"Huyết áp, Thiếu máu","Giảm muối, ổn định huyết áp, Bổ sung sắt, tăng cường máu"
Sữa ngũ cốc + bánh karo,Bánh mì ngũ cốc,Hủ tiếu Mỹ Tho; Đậu phụ sốt; Rau củ luộc,Cơm rang dưa bò; Đậu phụ sốt,Không chay,0,0,0,0,0,0,0,1,0,0,Thiếu canxi,Bổ sung canxi và vitamin D
Sữa chua Hy Lạp + dâu,Hạt hạnh nhân,Cơm chiên dương châu; Cá hấp; Cải thìa xào,Bún mắm miền Tây; Đậu phụ sốt; Canh rau ngót,Không chay,0,0,0,0,0,0,1,1,1,0,"Suy dinh dưỡng, Thiếu kẽm, Thiếu canxi","Tăng cân, bổ sung năng lượng và đạm, Bổ sung kẽm và đạm, Bổ sung canxi và vitamin D"
Yến mạch + sữa hạt,Hạt ngũ cốc,Bò kho bánh mì chay; Cháo Gạo Lứt Đậu Đỏ Chay; Rau củ luộc,Đậu Hủ Xào Măng Tre Tương Hột Chay (Vegan); Phở hấp/luộc phồng chay; Rau muống xào tỏi,chay,0,1,1,1,1,0,0,0,0,1,"Béo phì, Tim mạch, Huyết áp, Rối loạn mỡ máu, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Giảm mỡ bão hòa, tăng chất xơ hòa tan, Ổn định đường huyết, Tăng chất xơ hòa tan"
Khoai lang hấp,Chè nha đam hạt sen,Canh đậu hũ non hải sản; Bún; Đậu phụ hấp,Canh măng nấu vịt; Cá hấp,Không chay,1,1,0,0,0,0,0,0,0,0,"Táo bón, Béo phì","Tăng chất xơ, uống đủ nước, Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu"
Sữa ngũ cốc,Hạt hạnh nhân,Phở gà; Salad trộn ít dầu; Canh bí đỏ,Cơm chiên dương châu; Canh rau ngót; Đậu phụ hấp,Không chay,0,0,1,0,1,1,1,0,1,1,"Tim mạch, Huyết áp, Thiếu máu, Suy dinh dưỡng, Thiếu kẽm, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Bổ sung sắt, tăng cường máu, Tăng cân, bổ sung năng lượng và đạm, Bổ sung kẽm và đạm, Ổn định đường huyết, Tăng chất xơ hòa tan"
Sữa chua thực vật + trái cây,Dưa gang,Sườn chay kho nước tương mè rang; Khoai Tây Chiên Kho Cà Chua Chay; Cải bắp trộn chay,Gỏi KHỔ QUA chay; Nấm Lộc Nhung Xào Cải Rổ Chay; Rau củ luộc,chay,0,0,0,0,0,0,0,1,0,0,Thiếu canxi,Bổ sung canxi và vitamin D
Yến mạch + hạt chia,Hạt hạnh nhân,Canh cua mồng tơi; Bún; Tôm nướng,Bánh cuốn nhân thịt; Salad trộn ít dầu; Bánh mì nhỏ,Không chay,0,1,1,0,1,0,1,0,0,1,"Béo phì, Tim mạch, Huyết áp, Thiếu kẽm, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Bổ sung kẽm và đạm, Ổn định đường huyết, Tăng chất xơ hòa tan"
Sữa chua thực vật + trái cây,Dưa gang,Súp gà nấm đông cô; Đậu phụ sốt; Rau củ luộc,Canh bí đỏ hầm xương; Chả giò chay,chay,0,0,1,0,0,0,0,1,1,1,"Tim mạch, Suy dinh dưỡng, Thiếu canxi, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D, Ổn định đường huyết, Tăng chất xơ hòa tan"
Sữa chua thực vật + trái cây,Dưa gang,CHẢ GIÒ chay; Xôi đậu xanh; Cải thìa xào,Su su hấp/luộc đậu hũ chay; Rau luộc,chay,0,0,0,0,0,0,0,1,0,0,Thiếu canxi,Bổ sung canxi và vitamin D
Khoai lang hấp,Hạt ngũ cốc ,Lòng non xào dưa chua; Miến; Cá hấp,Bánh xèo miền Tây; Ức gà áp chảo; Rau luộc,Không chay,0,0,1,0,0,0,0,0,1,1,"Tim mạch, Suy dinh dưỡng, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Tăng cân, bổ sung năng lượng và đạm, Ổn định đường huyết, Tăng chất xơ hòa tan"
Khoai lang hấp,Dưa gang,Rau xào tam sắc (món chay); Đậu phụ sốt; Rau củ luộc,Cà tím cuộn đậu hũ hấp (món chay); Mít kho tộ rau răm chay; Rau củ luộc,chay,0,0,0,1,1,0,1,0,0,0,"Huyết áp, Rối loạn mỡ máu, Thiếu kẽm","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ hòa tan, Bổ sung kẽm và đạm"
Sữa chua Hy Lạp + dâu,Dâu tây,Xôi đậu xanh; Rau củ luộc; Canh cá nấu rau,Bánh khoai mì nướng; Rau luộc; Tôm nướng,Không chay,0,0,0,0,0,0,0,1,1,0,"Suy dinh dưỡng, Thiếu canxi","Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D"
Chuối + sữa chua,Hạt ngũ cốc ,Lẩu gà lá é; Cơm trắng; Cải thìa xào,Phở gà; Rau muống xào tỏi; Khoai lang nhỏ,Không chay,0,1,1,1,0,0,0,0,0,1,"Béo phì, Tim mạch, Rối loạn mỡ máu, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Giảm mỡ bão hòa, tăng chất xơ hòa tan, Ổn định đường huyết, Tăng chất xơ hòa tan"
Khoai lang hấp,Chè bí đỏ,Sườn non rim nước dừa; Bún; Cải thìa xào,Rau muống xào tỏi; Đậu phụ hấp,Không chay,0,1,0,0,0,0,0,0,0,0,Béo phì,"Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu"
Yến mạch + sữa hạt + chuối,Dưa gang,Canh cua mồng tơi; Phở; Đậu phụ sốt,Lẩu ếch măng chua; Tôm nướng; Canh rau ngót,Không chay,0,0,1,1,1,0,0,0,0,1,"Tim mạch, Huyết áp, Rối loạn mỡ máu, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Giảm mỡ bão hòa, tăng chất xơ hòa tan, Ổn định đường huyết, Tăng chất xơ hòa tan"
Khoai lang hấp + sữa hạt,Sữa chua Hy Lạp + đào,Cơm niêu cá kho tộ; Rau củ luộc; Canh cá nấu rau,Canh măng nấu vịt; Đậu phụ sốt,Không chay,0,0,1,0,0,0,0,1,1,1,"Tim mạch, Suy dinh dưỡng, Thiếu canxi, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D, Ổn định đường huyết, Tăng chất xơ hòa tan"
Sinh tố protein whey,Bánh mì ngũ cốc,Cơm gà Hội An; Cải thìa xào; Canh chua,Gỏi cuốn tôm thịt; Đậu phụ sốt,Không chay,1,0,0,0,0,1,0,0,0,0,"Táo bón, Thiếu máu","Tăng chất xơ, uống đủ nước, Bổ sung sắt, tăng cường máu"
Khoai lang hấp,Dưa gang,Hoành thánh chay chiên; Măng Xào Hành Tây Rau Răm Chay; Canh bí đỏ,Nấm Kho Lá Gừng Chay; Đậu phụ sốt; Rau củ luộc,chay,0,0,0,0,1,0,1,0,0,1,"Huyết áp, Thiếu kẽm, Tiểu đường","Giảm muối, ổn định huyết áp, Bổ sung kẽm và đạm, Ổn định đường huyết, Tăng chất xơ hòa tan"
Khoai lang hấp + sữa hạt,Chè ỉ,Trứng hấp Hàn Quốc; Miến; Salad trộn ít dầu,Sandwich trứng; Canh rau ngót,Không chay,0,1,1,0,1,1,0,0,0,1,"Béo phì, Tim mạch, Huyết áp, Thiếu máu, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Bổ sung sắt, tăng cường máu, Ổn định đường huyết, Tăng chất xơ hòa tan"
Ngũ cốc nguyên hạt + sữa hạt,Dưa gang,Súp Măng Tây Trắng Nấm Tuyết Chay; Canh Lạc Bí Xanh Chay; Tảo xoắn chiên giòn (món chay),Chà bông (ruốc) chay lúa mạch; Canh Miso Nấm Đậu Hũ Non Chay,chay,1,0,0,0,0,0,0,1,0,0,"Táo bón, Thiếu canxi","Tăng chất xơ, uống đủ nước, Bổ sung canxi và vitamin D"
Sữa ngũ cốc + bánh karo,Sữa chua Hy Lạp + Lê,Cháo hải sản; Canh rau ngót; Canh mồng tơi,Cháo sườn; Rau muống xào tỏi; Bánh mì nhỏ,Không chay,0,0,0,0,0,0,0,1,0,0,Thiếu canxi,Bổ sung canxi và vitamin D
Yến mạch + hạt chia,Sữa chua Hy Lạp + Lê,Lẩu gà lá é; Khoai lang; Rau luộc,Bánh mì pate; Rau muống xào tỏi; Tôm nướng,Không chay,0,0,1,1,1,0,0,1,1,1,"Tim mạch, Huyết áp, Rối loạn mỡ máu, Suy dinh dưỡng, Thiếu canxi, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Giảm mỡ bão hòa, tăng chất xơ hòa tan, Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D, Ổn định đường huyết, Tăng chất xơ hòa tan"
Khoai lang hấp,Hạt ngũ cốc ,Bún mắm miền Tây; Tôm nướng; Cải thìa xào,Chả lá lốt hấp; Trứng luộc; Salad trộn ít dầu,Không chay,0,1,1,0,0,0,0,0,0,1,"Béo phì, Tim mạch, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Ổn định đường huyết, Tăng chất xơ hòa tan"
Khoai lang hấp + sữa hạt,Khoai mì nước cốt dừa,Cơm ba chỉ kho tàu; Trứng luộc; Canh rau ngót,Bánh cuốn nhân thịt; Rau củ luộc; Cơm trắng ít,Không chay,0,1,1,0,0,1,0,0,0,1,"Béo phì, Tim mạch, Thiếu máu, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Bổ sung sắt, tăng cường máu, Ổn định đường huyết, Tăng chất xơ hòa tan"
Khoai lang hấp,Táo,Hủ tiếu bò kho; Rau muống xào tỏi; Canh chua,Bạch tuộc hấp/luộc cay Hàn Quốc; Đậu phụ sốt,Không chay,0,1,0,0,0,0,0,0,0,0,Béo phì,"Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu"
Khoai lang hấp + sữa hạt,Sữa chua Hy Lạp + Lê,Súp cua trứng bắc thảo; Bánh mì; Canh rau ngót,Canh măng nấu vịt; Tôm nướng,Không chay,0,0,1,0,0,1,0,1,1,1,"Tim mạch, Thiếu máu, Suy dinh dưỡng, Thiếu canxi, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Bổ sung sắt, tăng cường máu, Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D, Ổn định đường huyết, Tăng chất xơ hòa tan"
Yến mạch + hạt chia,Sữa chua Hy Lạp + Lê,Lẩu nấm chay; Cơm gạo lứt; Rau muống xào tỏi,Bánh mì bơ đường; Rau luộc; Tôm nướng,Không chay,0,0,1,1,1,0,0,1,0,1,"Tim mạch, Huyết áp, Rối loạn mỡ máu, Thiếu canxi, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Giảm mỡ bão hòa, tăng chất xơ hòa tan, Bổ sung canxi và vitamin D, Ổn định đường huyết, Tăng chất xơ hòa tan"
Sữa chua Hy Lạp +dâu,Chè bí đỏ,Cháo lòng; Cá hấp; Rau muống xào tỏi,Xôi đậu xanh; Rau muống xào tỏi,Không chay,0,0,0,0,0,0,0,1,1,0,"Suy dinh dưỡng, Thiếu canxi","Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D"
Chuối + sữa chua,Táo,Bánh bông lan trứng muối; Rau muống xào tỏi; Canh cá nấu rau,Bánh ướt chả lụa; Tôm nướng; Salad trộn ít dầu,Không chay,0,0,1,1,1,1,0,0,1,1,"Tim mạch, Huyết áp, Rối loạn mỡ máu, Thiếu máu, Suy dinh dưỡng, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Giảm mỡ bão hòa, tăng chất xơ hòa tan, Bổ sung sắt, tăng cường máu, Tăng cân, bổ sung năng lượng và đạm, Ổn định đường huyết, Tăng chất xơ hòa tan"
Bánh mì đen + trứng ốp la,Chè nha đam hạt sen,Cơm niêu cá kho tộ; Rau luộc; Canh chua,Canh bí đỏ hầm xương; Đậu phụ sốt,Không chay,1,0,0,0,0,1,0,0,1,0,"Táo bón, Thiếu máu, Suy dinh dưỡng","Tăng chất xơ, uống đủ nước, Bổ sung sắt, tăng cường máu, Tăng cân, bổ sung năng lượng và đạm"
Sữa ngũ cốc ,Bánh mì ngũ cốc,Thịt ba chỉ luộc chấm mắm tép; Miến; Canh bí đỏ,Súp cua trứng bắc thảo; Canh rau ngót,Không chay,0,0,0,0,0,1,0,1,1,0,"Thiếu máu, Suy dinh dưỡng, Thiếu canxi","Bổ sung sắt, tăng cường máu, Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D"
Ngũ cốc nguyên hạt + sữa hạt,Bánh mì ngũ cốc,Bánh tiêu nhân đậu xanh; Canh rau ngót; Canh chua,Hủ tiếu Mỹ Tho; Tôm nướng; Rau luộc,Không chay,0,0,1,0,0,0,0,0,0,1,"Tim mạch, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Ổn định đường huyết, Tăng chất xơ hòa tan"
Xôi ngũ cốc,Táo,Bún riêu chay; Rau muống xào tỏi; Canh bí đỏ,Cải Xoong hấp/luộc Cà Chua (Vegan); Canh rau ngót,Không chay,1,1,0,0,0,1,0,0,0,0,"Táo bón, Béo phì, Thiếu máu","Tăng chất xơ, uống đủ nước, Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Bổ sung sắt, tăng cường máu"
Khoai lang hấp + sữa hạt,Dưa gang,Bún riêu chay; Rau củ luộc; Canh cá nấu rau,Mì Chũ hấp/luộc Rau Củ Chay (Vegan); Rau muống xào tỏi,Không chay,0,1,1,0,0,0,0,0,0,1,"Béo phì, Tim mạch, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Ổn định đường huyết, Tăng chất xơ hòa tan"
Sữa ngũ cốc ,Khoai mì nước cốt dừa,Bún riêu chay; Salad trộn ít dầu; Canh mồng tơi,Vịt quay chay; Cải thìa xào,Không chay,0,0,0,0,0,0,0,1,1,0,"Suy dinh dưỡng, Thiếu canxi","Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D"
Khoai lang hấp,Đậu hũ non,Bò xào lúc lắc chay; Hoành thánh chay chiên; Cơm Chiên Bí Đỏ Chay,Bún đậu gạo lứt mắm tôm chay; Rau muống xào tỏi; Canh Rau Đay Mướp Nấm Chay,chay,0,0,0,0,0,0,0,0,1,0,Suy dinh dưỡng,"Tăng cân, bổ sung năng lượng và đạm"
Khoai lang hấp + sữa hạt,Bánh mì ngũ cốc,Chả cốm chay; Cơm gạo lứt; Salad trộn ít dầu,Cháo nấm chay; Rau muống xào tỏi; Bánh mì nhỏ,Không chay,0,1,1,0,1,0,0,0,0,1,"Béo phì, Tim mạch, Huyết áp, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Ổn định đường huyết, Tăng chất xơ hòa tan"
Xôi ngũ cốc,Táo,Rau xào tam sắc (món chay); Khoai lang; Canh chua,Sườn non chay nướng chao; Rau củ luộc,Không chay,0,1,0,0,0,1,0,0,0,0,"Béo phì, Thiếu máu","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Bổ sung sắt, tăng cường máu"
Yến mạch + sữa hạt,Sữa chua thực vật,Mì Ý Dẹp Capellini Xào Nấm Mỡ & Lá Súp Lơ Trắng (Vegan); Tảo xoắn chiên giòn (món chay); Canh Rong Mứt Chay,Cà tím hấp nước tương (món chay); Canh Lá Tỏi Gấu Đậu Hủ (Vegan),chay,0,0,0,0,0,0,0,1,0,0,Thiếu canxi,Bổ sung canxi và vitamin D
Đậu hũ xào rau củ,Sữa chua thực vật,Cơm Lươn Chay (Unadon); Rau luộc; Xôi đậu xanh,Canh chua đậu hủ chay; Canh rau ngót,chay,0,0,0,0,0,0,0,1,0,0,Thiếu canxi,Bổ sung canxi và vitamin D
Khoai lang hấp + sữa hạt,Bánh mì ngũ cốc,Canh kim chi Hàn Quốc; Bún; Tôm nướng,Trứng hấp Hàn Quốc; Salad trộn ít dầu,Không chay,0,1,1,0,0,0,0,0,0,1,"Béo phì, Tim mạch, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Ổn định đường huyết, Tăng chất xơ hòa tan"
Sữa chua thực vật + trái cây,Dưa gang,Đậu bắp luộc chấm mắm ruốc; Chả giò chay; Canh cá nấu rau,Khô cá lóc chay; Đậu phụ sốt; Nấm Kho Lá Gừng Chay,chay,0,0,0,0,0,0,0,1,1,0,"Suy dinh dưỡng, Thiếu canxi","Tăng cân, bổ sung năng lượng và đạm, Bổ sung canxi và vitamin D"
Khoai lang hấp,Cam,Gà hấp muối; Khoai lang; Canh rau ngót,Súp gà nấm đông cô; Cải thìa xào,Không chay,0,1,1,0,0,0,0,0,0,1,"Béo phì, Tim mạch, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Ổn định đường huyết, Tăng chất xơ hòa tan"
Yến mạch + sữa hạt,Đậu hũ non,Rau muống xào tỏi; Canh đậu hũ non hải sản; Rau luộc,Salad Kiều Mạch Chay; Gỏi RONG SỤN chay; Canh cá nấu rau,chay,0,1,1,1,1,0,1,1,0,1,"Béo phì, Tim mạch, Huyết áp, Rối loạn mỡ máu, Thiếu kẽm, Thiếu canxi, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Giảm mỡ bão hòa, tăng chất xơ hòa tan, Bổ sung kẽm và đạm, Bổ sung canxi và vitamin D, Ổn định đường huyết, Tăng chất xơ hòa tan"
Sữa chua Hy Lạp + dâu,Hạt hạnh nhân,Bún mắm miền Tây; Trứng luộc; Salad trộn ít dầu,Hủ tiếu bò kho; Cải thìa xào,Không chay,0,0,1,0,0,0,1,1,1,1,"Tim mạch, Suy dinh dưỡng, Thiếu kẽm, Thiếu canxi, Tiểu đường","Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Tăng cân, bổ sung năng lượng và đạm, Bổ sung kẽm và đạm, Bổ sung canxi và vitamin D, Ổn định đường huyết, Tăng chất xơ hòa tan"
Bánh mì đen + trứng ốp la,Hạt hạnh nhân,Sandwich cá ngừ; Miến; Salad trộn ít dầu,Đậu bắp luộc chấm mắm ruốc; Cải thìa xào,Không chay,0,1,1,0,0,0,1,0,0,1,"Béo phì, Tim mạch, Thiếu kẽm, Tiểu đường","Giảm cân, kiểm soát năng lượng, Hạn chế chất béo xấu, Giảm muối, ổn định huyết áp, Giảm mỡ bão hòa, tăng chất xơ, Bổ sung kẽm và đạm, Ổn định đường huyết, Tăng chất xơ hòa tan"
